author,rating,content,images,videos,title,created_at,verified_purchase
Bharti,5,My first order super beautiful thank you so much Mitra,https://assets.myntassets.com/assets/images/2024/3/17/e06b5515-7058-4e03-81a7-f0aaaa1cded01710687075371-image227.jpg,,,2024-03-17 14:52:05,ACTIVE
Apeksha Kale,5,"Absolutely love the Kurti-Pajama suit! The fabric is so soft,  Plus, it's super comfortable to wear all day. We can on any occasion!""
",,,,2024-03-31 11:33:57,ACTIVE
pallabi mohanty,3,Value of money it is ok ok product ,https://assets.myntassets.com/assets/images/2024/4/22/df0ed6f8-dbbc-4b9a-8cb2-fb401dc413cb1713810457405-image91.jpg,,,2024-04-22 18:28:34,ACTIVE
Devadiga,4,Good fabric &same as shown in the pic😍  little bit loose &long bt  it's ok I will correct it ,,,,2024-03-15 09:54:05,ACTIVE
Myntra Customer,5,Amezing product.thank u Myntra.,https://assets.myntassets.com/assets/images/2024/2/9/6ec43af5-332e-4b09-ac64-11d61d2f37491707465531936-image86.jpg;https://assets.myntassets.com/assets/images/2024/2/9/80f57c62-0db1-4f07-bb92-b2df4d7deeec1707465532900-image879.jpg,,,2024-02-09 07:56:37,ACTIVE
vaishnavi uppar,4,"It's awesome!!!.. I really like too much😍😍
And this dress is too comfortable 
Thank you Myntra✨",,,,2024-06-06 11:21:29,ACTIVE
Shaik Noorjaha,4,Print and the dress fabric was too good and smooth. How it showed in the picture reflects the same,,,,2024-05-05 07:33:55,ACTIVE
Sachin Garel,5,"Quality is good, as expected. This is my fifth product from Kalini and it's amazing as usual. Nice color, design, duppata has appropriate length. ",,,,2024-03-23 05:27:05,ACTIVE
Mamatha,5,Material quality and design printing is too good I liked it 😊,https://assets.myntassets.com/assets/images/2024/2/17/35a65fc0-359d-479e-be7f-8416929a84ab1708155632029-image664.jpg,,,2024-02-17 07:41:22,ACTIVE
Myntra Customer,4,Beautiful colour and fits perfectly. I had bought size M as my chest size is 36. Good for office wear.,,,,2024-06-05 05:44:20,ACTIVE
Nisha,3,"Waw. 😍 Nice product. Fabric, colour, fitting was dam good and also fast delivery . I love this outfit 😍 must buy product😘",,,,2024-05-05 19:44:41,ACTIVE
Myntra Customer,4,"Nice kurti, cloth color little difference as shown as picture, totally I'm satisfied, go for it",,,,2024-04-13 03:50:15,ACTIVE
Myntra Customer,5,,https://assets.myntassets.com/assets/images/2024/3/26/01f5bfbd-7552-499a-bc5b-b0e8e2f3a57a1711458357173-image9.jpg;https://assets.myntassets.com/assets/images/2024/3/26/310b8874-79a7-4d12-a8a1-dbe7f974c1741711458357129-image493.jpg,,,2024-03-26 13:06:01,ACTIVE
Lalita,5,"This product is delivered very responsibly and it was looking too good. Colour is also as expected as shown. Liked a lot.
",,,,2024-05-28 13:28:45,ACTIVE
Sarwar Ali,5,"Good in quality, print looks elegant well finished stictched, full size dupatta.
keep up the good work Gosriki and Anni.",https://assets.myntassets.com/assets/images/2024/4/1/bbb73dbc-bf86-4108-9742-cbde2edd08831711980682670-image25.jpg;https://assets.myntassets.com/assets/images/2024/4/1/61e7b73c-a4dc-40ed-81d9-4470241b1fde1711980682794-image835.jpg;https://assets.myntassets.com/assets/images/2024/4/1/9d58cdd2-7f70-4fe3-b168-b2ba36fcef051711980683038-image89.jpg,,,2024-04-01 14:15:05,ACTIVE
Priyanka Gupta Saxena,4,Beautiful same as shown in picture.....it's very comfortable......best.....,,,,2023-12-23 08:02:20,ACTIVE
sravanthiv,5,For daily wear purpose you can buy this dresses... They look nice in everyday style wear. Also Comfortable and smooth cloth.,,,,2024-05-08 07:54:37,ACTIVE
Poorva,5,"Very pretty dress. Quality cloth is very nice, design is preety. Exact as shown in picture . Loved the quality of product..",,,,2024-05-04 16:32:28,ACTIVE
Shwethakumar,4,The fabric of the dress is normal as cute and the cost of the dress is also relevant,,,,2024-04-04 06:31:46,ACTIVE
Riddhi Bhanushali,5,"The fabric is so good and the colour is exactly the same as shown in the picture...
The overall quality is great!",,,,2024-05-26 19:01:39,ACTIVE
Radhika,5,This dress was fabulous the fabric was so nice the texture of dress is so outstanding the dress is comfortable ,,,,2024-06-02 06:25:38,ACTIVE
Nagma shaikh,4,Quality is good 👍 👌 colour is so beautiful material is so comfortable. ,,,,2024-04-26 20:25:36,ACTIVE
Supriya Singh,4,The color and the quality of this suit is good and true to size. Must buy it ,,,,2024-05-09 05:50:13,ACTIVE
Rekha Rathod,5,,https://assets.myntassets.com/assets/images/2024/4/21/bd34c89d-3f44-4a5e-952d-942225cc37b31713720145612-image482.jpg;https://assets.myntassets.com/assets/images/2024/4/21/bebd71e5-9ca1-44c6-8232-48d099ceac481713720145454-image4.jpg,,,2024-04-21 17:22:31,ACTIVE
Manikandan,4,"Product quality is good. And material also nice...overall the product is superb
",,,,2024-02-29 07:57:02,ACTIVE
Dipanjali Bihari,5,"I ordered this for my mom and she loved it. It’s best for summer. Affordable and comfortable to wear, go for it 
",,,,2024-05-22 07:20:31,ACTIVE
Tani,5,I liked it. Fabric is comfortable. ,https://assets.myntassets.com/assets/images/2024/2/28/a13be6a4-72f4-493f-a359-16df0d7c8e0f1709107481484-image821.jpg,,,2024-02-28 08:05:01,ACTIVE
Vanita Amin,5,"The print on kurti looks good but no guarantee after wash
Material is same as per description good length dupatta. I like it
",,,,2024-01-22 07:31:08,ACTIVE
RINGKEE SHARMA,5,"I just love the fabric and it fit so perfectly ♥️ 
",https://assets.myntassets.com/assets/images/2024/4/8/93e9ab50-6827-4380-bc18-4cbc28a31c181712563169568-image514.jpg,,,2024-04-08 08:01:23,ACTIVE
Nancy Lakshkar,3,Print is not good 🙂,https://assets.myntassets.com/assets/images/2024/1/16/23514e58-dd9e-4642-968a-84cdd42cc7831705391179265-image297.jpg,,,2024-01-16 07:46:46,ACTIVE
kamal,3,Very beautiful and comfortable suit.,https://assets.myntassets.com/assets/images/2024/3/7/6339a0f8-f938-4fd8-ba49-72520424bba21709777431494-image728.jpg,,,2024-03-07 02:10:44,ACTIVE
Soi,5,"Super soft fabric .and Elegant dupatta . It’s a value for money .
It’s a ideal daily wear for hot weather ",,,,2024-05-31 05:51:36,ACTIVE
Shreeya,5,I really loved this product such a good quality product in that price i was not expecting at all thank you so much,,,,2024-03-09 02:12:38,ACTIVE
Aditi Pandey,5,"This was my first and best purchase from myntra. 
Size , quality, material, colour and comfort all are  best.",,,,2024-05-03 10:48:24,ACTIVE
Nisha,4,This kurti set was very good and fabric is very soft ... awesome product ,,,,2024-04-06 11:08:50,ACTIVE
Tulasi Kothapalli,5,"I received the product as shown in the picture, fit also fits nice, The material quality is also
 very good",,,,2024-04-26 08:19:35,ACTIVE
vidhi,3,"Overall is pretty, but the stitching of the pant Plazo is pulled from the bottom, which is why it is defective.",,,,2024-03-22 05:14:06,IMAGE_REJECTED
Pinki Sharma,5,Premium And Exellent product. Was Comfortable while wearing and and really nice for any type of Occasion ,,,,2024-04-29 17:35:58,ACTIVE
Myntra Customer,5,"Quality, fitting, everything is just amazing, stuff is so soft and skin friendly.. go for it guys ❤️",,,,2024-05-08 04:30:25,ACTIVE
seema sawarkar,5,Very  good quality. 👍👍,https://assets.myntassets.com/assets/images/2024/2/11/8222024a-3499-4d7b-a99c-ef6c13c2c4e71707646442424-image298.jpg,,,2024-02-11 10:14:35,ACTIVE
5976,5,Osmmm quality and love to wear this basically I don't wear ethnic but this suit was amazing thanks Myntra ♥️,,,,2024-02-23 17:08:34,ACTIVE
Tanuja,5,"I have no picture because I given gifted., but Dress is so awesome., quality of product is so classic..",,,,2024-06-02 02:26:21,ACTIVE
Grace verma,5,Very nice product ❤️,https://assets.myntassets.com/assets/images/2024/4/8/93599c0b-adf2-4dfe-bf49-3addfad0c2571712577015595-image242.jpg,,,2024-04-08 11:50:33,ACTIVE
Khushi yadav,5,Perfect 😍😍😍😍😘😘😘😘😘😘😘😍😍❤️❤️❤️❤️❤️❤️❤️,,,,2024-05-03 04:38:49,ACTIVE
payal borisa,3,Kurta and duppata matrial is awesome but only concern with pant otherwise looks good this dress after wearing.,,,,2024-06-04 10:41:52,ACTIVE
disha biswas,5,Loved the quality ☺,https://assets.myntassets.com/assets/images/2024/5/17/8bab9975-74a9-4601-8b39-18d8c8310d3e1715913088691-image934.jpg,,,2024-05-17 02:31:42,ACTIVE
Lucky,5,best purchase ever... bht axa fabric hai .. color bhi bht pretty hn.. i love this kurta.. 😍😍❤ ,https://assets.myntassets.com/assets/images/2024/3/10/858bc479-018a-4e5e-aa12-2fcee3d03fef1710065759540-image102.jpg,,,2024-03-10 10:16:55,ACTIVE
Rituparna kakati,4,"just loved this kurta set,the fabrics quality is too good♥️",,,,2024-02-12 06:03:56,ACTIVE
sumayya.h,5,Same as shown in the picture good quality and cotton I loved it thank you so much Myntra 👍🤩,,,,2024-06-01 07:01:03,ACTIVE
Pooja Tayal,4,This article is just superb... Awesome look and fabric great 👍👍,,,,2024-06-02 15:36:06,ACTIVE
Versha Sharma,4,,https://assets.myntassets.com/assets/images/2024/3/22/57728fd0-b295-4cae-8196-1051d0a0d5491711087678176-image923.jpg,,,2024-03-22 06:08:03,ACTIVE
Renu pal,5,"Happy loved it
Thanks

",https://assets.myntassets.com/assets/images/2024/4/9/0f5999c2-cefb-4dda-89cb-4afa1e8a65551712643883144-image338.jpg,,,2024-04-09 06:25:44,ACTIVE
subhashree priyadarsini,4,So good fabric..I got as the same I ordered its so beautiful 😍,,,,2024-06-06 14:59:44,ACTIVE
Priyanka Jawale,5,The quality is amazing. I have ordered 3 till and all were just awesome. 1 is on the way mintra never disappoints ,,,,2024-01-12 19:47:37,ACTIVE
Priyanshu chauhan,5,"The overall quality,fit, and colour is very very nice. The product is amazing 😍😍😍 
",,,,2024-04-18 04:55:29,ACTIVE
Jyoti,5,"Amazing fabric and comfort 
Looks Exactly as shown in the pictures 
Just go for it 👍🏻",,,,2024-05-27 03:24:31,ACTIVE
Shweta,4,Nice product same as shown in picture....loved it...must buy.,https://assets.myntassets.com/assets/images/2024/5/9/7aad6a46-d1e2-4a98-b88e-a3d55773b3851715249904298-image387.jpg,,,2024-05-09 10:18:59,ACTIVE
Myntra Customer,1,It's a great product to buy . Texture is soft and good 😊,,,,2024-05-12 12:29:49,ACTIVE
Myntra Customer,2,"The product is comfortable  but the pants tore off in the first use itself. 
Wouldn't recommend ",,,,2024-02-16 12:15:24,ACTIVE
Aparna,5,"Material is very comfortable colour is same as in preview. Suggest to buy. Thank you Kalini.
",,,,2024-05-24 11:33:48,ACTIVE
Myntra Customer,5,"Awesome. Product overall and colour of the dress is outstanding. Tq for this beautiful dress
",,,,2024-05-20 19:14:15,ACTIVE
Chatnaba,5,"Material quality is nice 👍 design is also great 
I love this dress best product in low budget ",,,,2024-05-26 06:37:20,ACTIVE
Myntra Customer,5,Gorgeous as seen in the picture... Must buy... Value for money.... Material is soft and sooo good,,,,2024-04-26 11:27:10,ACTIVE
seema Kaithwas,4,"Good in diz price..... Love d colour nd duptta just woow....
",,,,2024-04-09 11:37:14,ACTIVE
Kunal,4,"Fine fabric , very comfortable to wear looks awesome 👍 
",,,,2024-05-16 12:49:41,ACTIVE
Jayanti,5,"Awesome dress with good quality and size as shown in the picture.
Everyone should go for it.",https://assets.myntassets.com/assets/images/2024/5/28/95b3ed95-34a7-4a34-9ccb-00ebd73a84a21716918677088-image244.jpg,,,2024-05-28 17:52:55,ACTIVE
Aliya,5,Same as shown good quality product best for office wear thanks myntra for good product ,https://assets.myntassets.com/assets/images/2024/5/31/5684efdd-fee7-4b99-9e66-c908890625531717147245423-image898.jpg;https://assets.myntassets.com/assets/images/2024/5/31/c1b40400-fd58-4b16-858c-07aee2db7ebd1717147254566-image326.jpg,,,2024-05-31 09:22:04,ACTIVE
Ritika,5,It looks great and quality is good too. But it didn't look good on me so i returned it.,,,,2024-04-27 03:53:11,ACTIVE
Shreya Giri,5,"Really loved it........
One of the best material......
Excellent product thanks 😊 ",,,,2024-06-06 17:46:07,ACTIVE
Darshana,4,"Material is good and the color also looks bright.
",,,,2024-02-21 06:20:44,ACTIVE
Joice,4,Nice colour.. Material is overall good 👍👍😊,,,,2024-06-04 16:22:15,ACTIVE
Shruti,5,"The quality of the cloth is really good and soft. Colour is also as shown. Great product 
",,,,2024-04-23 08:43:45,ACTIVE
Deepthi Rathna Amara,4,Nice product  and quality of the cloth is simply super,,,,2024-03-05 07:00:55,ACTIVE
Bharti,4,"It's fit is amazing, material is wow, comfortable also",,,,2024-05-27 09:49:47,ACTIVE
Akanksha Pathak,4,Very very beautiful...dupatta ka length bhut achha hai,,,,2024-05-15 16:54:16,ACTIVE
Jyoti Singh,5,"It is so good i liked it very much, very good quality,size is perfect, colour is also so good ",https://assets.myntassets.com/assets/images/2024/4/28/6437079d-7faf-4812-9721-ef4cc24617c71714304506410-image33.jpg,,,2024-04-28 11:43:18,ACTIVE
Avinash Kamble,5,"It's very nice dress I love it material is very nice, same as shown in picture 😁 
",,,,2024-04-18 05:58:54,ACTIVE
divya sahay,5,best quality... best design.... go girl .. you can buy it without a single doubt😍,,,,2024-03-25 12:52:39,ACTIVE
Betsy B K,5,Beautiful set as picture and lovely color. Was a gift to my mil and she loved it. ,,,,2024-05-12 08:41:19,ACTIVE
roopa pawar,5,Quality is very good and very comfy clothing and nice colour as shown in picture ,,,,2024-05-04 06:29:05,ACTIVE
Milana Raghu,5,"Beautiful dress, happy to wear this dress. colour is just as shown in the picture. 
",,,,2024-04-23 03:16:36,ACTIVE
mahalakshmi,5,"Dress fitting and quality was so good , looking decent satisfied with the product ",,,,2024-05-31 11:01:00,ACTIVE
Myntra Customer,5,"I like this product. Fabric and colour very nice. I like this product very much.
",,,,2024-06-06 04:58:23,ACTIVE
Ammu,5,"Love this dress 😍In a world of trends, I choose timeless tradition.♥😎...",https://assets.myntassets.com/assets/images/2024/6/4/3110a7e3-64b8-4cd8-b3e8-01718c99a04b1717517306411-image59.jpg;https://assets.myntassets.com/assets/images/2024/6/4/c142f593-8e83-4709-9044-b11524612ae31717517547887-image913.jpg;https://assets.myntassets.com/assets/images/2024/6/4/813fbda1-837a-40de-9da6-665dedf6f1201717517548191-image414.jpg;https://assets.myntassets.com/assets/images/2024/6/4/967a44b2-72ad-4293-932d-8fd211379a3f1717517547568-image75.jpg,,,2024-06-04 16:12:43,ACTIVE
rameshwari shangrapawar,4,"Colour is so nice 👍
 fabric material good ",https://assets.myntassets.com/assets/images/2024/3/5/a0af08ae-0d9a-49fa-b88b-0158c3cc10ba1709606737710-image661.jpg,,,2024-03-05 02:46:34,ACTIVE
Vaishnavi,5,"The quality of the dress is very nice , overall I like the dress,  thank u ..👍",,,,2024-04-25 03:19:25,ACTIVE
Padma chinthakuntla,4,Nice dress same as shown in the picture 🤩,https://assets.myntassets.com/assets/images/2024/5/30/68fd6133-c020-4ded-a3e0-bd04659829b91717064648116-image975.jpg,,,2024-05-30 10:25:10,ACTIVE
SHAIL PANDEY,5,"Beautiful suit, such a vibrant colour, very happy to receive the packet,😍😍",,,,2024-03-17 12:59:12,ACTIVE
Pratibha,4,Good 😊,https://assets.myntassets.com/assets/images/2023/12/9/0b07832d-0b8d-4d6a-957d-f3cee15c74451702129307138-image971.jpg,,,2023-12-09 13:42:12,ACTIVE
Kajol Roy,5,Very good product.I am so happy &very exited for this  dress. Thank you Myntra 😊,https://assets.myntassets.com/assets/images/2024/3/10/4ae562c7-ef80-4c07-b5ba-56b507c4263e1710084203733-image796.jpg,,,2024-03-10 15:24:06,ACTIVE
ShitalRBawaskar,4,Dress  fit so well and they look amazing 😍,,,,2024-06-06 08:14:00,ACTIVE
Advocate Neeraj Kumar,4,as expected we have to purchase if required ,,,,2024-02-07 10:14:10,ACTIVE
Lalita Yadav,5,Just loved it ...fabric quality is good ...i again buy same outfit for my mother.,,,,2024-03-28 06:47:09,ACTIVE
Deepika,3,Very good product in this price but size not OK however change request has been placed,,,,2024-04-17 09:33:14,ACTIVE
Ranjan khatri,4,Fabric quality is good and size is good too ,,,,2024-02-16 16:48:34,ACTIVE
Myntra Customer,5,👌👌 product material is good. Received same color and correct sized dress,,,,2024-05-07 20:06:39,ACTIVE
Lakshmi Prasanna,4,Product was absolutely decent for below  5'8,,,,2023-12-31 10:17:54,ACTIVE
Thrinethra VigneshKumar,3,Product won't look bright as shown in pics. It is very average and doesn't look grand,,,,2024-05-22 08:18:27,ACTIVE
Myntra Customer,4,,https://assets.myntassets.com/assets/images/2024/5/8/f8028b74-7f25-4105-83db-05020c5bbda51715182309938-image503.jpg;https://assets.myntassets.com/assets/images/2024/5/8/3664df4d-d824-4f67-bb0b-56dc97fe4dec1715182310147-image649.jpg,,,2024-05-08 15:31:55,ACTIVE
Amrutha,4,Good one same as shown in image ❤️,,,,2024-05-01 05:10:36,ACTIVE
vikas singh,4,according the the price...just amazing,,,,2024-05-26 08:01:02,ACTIVE
Priya G K,5,Super happy with my purchase 😊😊 very nice and elegant suit set 👏👏,https://assets.myntassets.com/assets/images/2024/4/20/757e0b9f-c892-4cfa-a172-5b88a49e372a1713618657778-image153.jpg,,,2024-04-20 13:11:36,ACTIVE
Myntra Customer,5,"Colour, design fabric and fitting every thing is perfect  
Beautiful dress ",,,,2024-06-04 11:07:35,ACTIVE
Priya,5,Nice suit & Nice material Jo dikhaya wahi cheez hai m so Happy thank u myntra🥰,,,,2024-02-18 15:17:35,ACTIVE
Komal,5,"So Beautiful so original just like a wow.  Exactly like a profile picture.worth of buying. Liked it.
",,,,2023-12-04 15:06:05,ACTIVE
Myntra Customer,4,"Good quality but colour thoda light h  
",,,,2024-05-13 04:56:11,ACTIVE
Priya,5,Very good quality dress material 👌..I'm so satisfied...must buy it 💖,,,,2024-05-16 14:04:50,ACTIVE
Vishal,4,Color combination with dupatta is good ,,,,2024-05-29 11:33:03,ACTIVE
nanda kumar,4,"Good one looking gargeous go with it
",,,,2024-03-12 02:05:34,ACTIVE
Seema,4,Bahut achchha h.....same as picture,,,,2024-06-03 14:54:41,ACTIVE
Sandhya Patil,5,"Dress is very beautiful, nd material of dress as shown as picture 
",,,,2024-06-01 10:38:49,ACTIVE
Rukmini Joshi,4,Good product at reasonable price ,,,,2024-04-29 15:45:05,ACTIVE
Myntra Customer,4,Good fabric and material so good ,,,,2024-05-15 12:48:06,ACTIVE
divi,4,"Veery good fabric and nice dress
",,,,2024-05-30 14:02:26,ACTIVE
Vandana Mendiratta,5,"I gifted this to my sister, she liked it very much..... thanks Myntra 👍",,,,2024-03-19 14:17:42,ACTIVE
Debajani Behura,5,"Ordered this one for my friend 
 She really loved it. Thank you Myntra.",,,,2024-05-15 03:51:36,ACTIVE
Chanda sona,4,"Nice quality and perfect size 😍 
",,,,2024-04-23 09:38:42,ACTIVE
Priya,5,A great buy at this price. Color and fit are perfect. Thanks Myntra! ,,,,2024-06-05 03:04:47,ACTIVE
Sam,4,Good quality product. Size is large,,,,2024-05-26 15:36:52,ACTIVE
Latha.R,4,Nice size issues but good 👍🏻 ,,,,2024-06-01 13:53:04,ACTIVE
Sai Krishna Sahoo,5,"fit is good, and fabric quality is great , its comfortable to wear .",,,,2024-06-04 03:54:55,ACTIVE
Shefali Thakur,3,My maa liked it and the color is exactly the same as shown in the picture. ,,,,2024-05-20 10:44:30,ACTIVE
Gaurav Jadhav,5,"Amezing item. If you are looking something like this, purchase it.",,,,2024-05-12 18:47:55,ACTIVE
Sandeep Kumar Srivastava,4,"it's good , I am happy 😊😊",,,,2024-05-23 16:12:19,ACTIVE
Myntra Customer,4,It was wonderful nice fitting ,,,,2024-05-10 13:05:20,ACTIVE
Aishwarya,4,Red is love with elgnent dress,,,,2024-05-29 08:45:50,ACTIVE
Nikita Mishra,4,Awesome .very comfortable fabric and fit,https://assets.myntassets.com/assets/images/2024/5/18/24a871bf-e7fc-4251-b22d-2f2b413a18ce1716021094191-image226.jpg,,,2024-05-18 08:32:11,ACTIVE
Myntra Customer,4,Very beautiful thank you mintra ,,,,2024-04-25 15:09:21,ACTIVE
Bhuvaneswari,4,Duppata was awesome. Nice dress,,,,2024-03-13 07:00:24,ACTIVE
archana singh,5,"It's too good.
Same as shown in the picture.
Really satisfied 😊",,,,2024-04-21 13:22:09,ACTIVE
Atul Kumar Singh,4,Good Quality but fitting issue ,,,,2024-05-16 14:22:16,ACTIVE
Dr  birendra kumar pandey,5,"  Every thing is good but too much loose
But I love this product",,,,2024-05-29 01:25:11,ACTIVE
Prachi,5,Nice set quality is also good size is also better thank u myntra,,,,2024-05-22 04:31:25,ACTIVE
Myntra Customer,4,"Nice experience with seller
",,,,2024-04-07 06:12:42,ACTIVE
Malti Dwivedi,4,"Nice, and good looking dress",,,,2024-05-03 06:39:23,ACTIVE
Meghana,4,Material quality is good 👍,,,,2024-04-27 00:57:28,ACTIVE
yogesh biradar,4,Naise product value for money,,,,2024-05-14 18:39:58,ACTIVE
Sarika,4,Awesome set ... Must buy... ,,,,2024-03-20 11:56:06,ACTIVE
Sowjanya,5,Nice fabric . I love it ❣️😍😍😍,,,,2024-06-07 06:30:43,ACTIVE
Akansha,4,The fabric is good..i like it,https://assets.myntassets.com/assets/images/2024/5/27/9d502401-c041-4d3c-b872-3b6bb18864461716833870743-image119.jpg,,,2024-05-27 18:18:32,ACTIVE
Swapnil,4,Good quality worth the money ,,,,2024-05-29 17:03:47,ACTIVE
Myntra Customer,4,"Good. Same as shown in image
",,,,2024-06-02 07:52:51,ACTIVE
Iqra anam Fatima,3,"Cloth is nice quality is also good 
No idea what will happen after wash ",,,,2024-05-28 08:09:14,ACTIVE
Myntra Customer,5,Very nice products 👌jaise dekhata same aaya hai thank you mayntra,,,,2024-02-20 06:39:32,ACTIVE
Ragini Andhale,5,"Loved it !! Beautiful dress ♥️ lovely fit and material ! 
",,,,2024-05-30 09:19:32,ACTIVE
Jasmine Behera,5,The product was awesome without hesitation guys buy it ...❤️,,,,2024-03-22 09:19:05,ACTIVE
Nidhi,5,Good material colour is very good nice print I love this suit ,,,,2024-04-26 17:08:34,ACTIVE
sailaja pammi,4,Good product nice fitting ,,,,2024-05-31 23:56:44,ACTIVE
diptee nawal,4,"Good product and
Good cloth ",,,,2024-05-06 04:13:19,ACTIVE
Shital Balurao Tribhuvan,5,"Love the fabric, colour same as shown in picture really like it",,,,2024-04-20 12:52:59,ACTIVE
Divya,4,Material Wass too good 😊,,,,2024-03-26 09:15:32,ACTIVE
Ranjitha n k,5,"I love it 
A very smoothly and looking very  beautiful 😍

",,,,2024-06-05 15:31:57,ACTIVE
Priyanka,4,Nice quality in this price ,,,,2024-04-21 14:53:53,ACTIVE
Myntra Customer,4,Good product go for it 💯,,,,2024-06-01 05:24:10,ACTIVE
Vommena Haranath,5,Very good material but it is a straight cut somewhat tight ,,,,2024-06-02 16:55:47,ACTIVE
Dr Kavita,5,"Speechless. Material, fi tting, customer care service nice
",,,,2024-06-05 05:47:36,ACTIVE
Deepika,4,Material quality very good ,,,,2024-02-26 15:47:23,ACTIVE
hitendra singh,4,Nice quality just love it,https://assets.myntassets.com/assets/images/2024/4/30/ea12324c-240b-4809-964e-34880a63994b1714493256560-image856.jpg,,,2024-04-30 16:07:43,ACTIVE
Sunita,4,"Good 👍🏻 Quality 

",,,,2024-05-31 11:00:36,ACTIVE
swapnil jaiswal,5,Awesome product fabric quality is very good overall good ,,,,2024-06-02 08:53:48,ACTIVE
Vishal Kumar,4,Good design and fabric.,,,,2024-05-01 15:38:27,ACTIVE
Dimple Vyas,5,"Great material..looks rich..got many compliments at work

",,,,2024-04-19 12:06:44,ACTIVE
Pooja Mishra,4,Nice suit and fabric 💯,,,,2024-04-27 09:13:04,ACTIVE
Tripti Lekha Kalita,4,"I like kalini kurta set
",,,,2024-03-27 06:36:27,ACTIVE
Rakhi,5,"
I ordered it for my bhabhi maa and she loved it...
Thanku Myntra...
",,,,2024-01-13 04:46:25,ACTIVE
sayli,5,Must buy...worth it ... Such a nice suit...I just loved it,,,,2024-04-08 05:16:00,ACTIVE
Shikha,5,"The set is too beautiful, with long dupatta which I loved the most..perfect.
",,,,2023-12-23 17:48:58,ACTIVE
Reeta,4,Ok product.qulity good ,,,,2024-03-20 09:50:06,ACTIVE
Pavithra,5,Received the product as it is. Quite nice and good looking. ,,,,2024-04-01 10:15:14,ACTIVE
Karunaben Ronakkumar Darji,3,Quality is good ..delivery to early ..I m satisfied this product,,,,2024-04-18 03:34:32,ACTIVE
Khushboo,3,"Fabric is good and also light weight, comfortable for the summer.",,,,2024-05-23 15:17:14,ACTIVE
THALAPATHY,5,Super and nice wroth for price and quality is also good ,,,,2024-05-10 05:33:18,ACTIVE
Madhurireddy Pathireddy,4,Good and comfortable ,,,,2024-05-02 14:44:56,ACTIVE
Asad khan,4,It's must buy suit set,https://assets.myntassets.com/assets/images/2024/4/22/a22fb91d-434a-4c49-9195-f0cb494d49e41713786395645-image539.jpg,,,2024-04-22 11:46:56,ACTIVE
Donam,5,"I'm so happy for these product😍
Thank you myntra❤️",,,,2024-05-18 22:52:43,ACTIVE
Prasobh J Mechery,4,Nice cotton mix kurta,,,,2024-03-19 12:29:06,ACTIVE
Swapna,3,"Dress size is very long 
Long top
Pant quality is not good",,,,2024-02-02 12:41:05,ACTIVE
Pinky,4,My sister liked this ,,,,2024-05-08 15:20:51,ACTIVE
swathi,4,"Nice dress, go for it ",https://assets.myntassets.com/assets/images/2024/5/14/2a8f0860-b4a2-4778-8000-fbbd7feac7691715697042934-image332.jpg,,,2024-05-14 14:30:45,ACTIVE
Monu Malothra,5,Very good clothes 👍aankh bnd krke aap order kr sakte h,,,,2024-05-01 06:10:53,ACTIVE
Akshaya sayooj,5,Nice product. Very comfortable cloth. Loved it very much,,,,2024-04-13 10:10:13,ACTIVE
keerthi,4,Good and as expected ,,,,2024-05-29 18:40:31,ACTIVE
Komal Soni,5,One of the comfortable kurta and trouser thanks kalini ,,,,2024-04-23 13:59:54,ACTIVE
Rahul Rocy,5,"Pretty Colour ,same as in the picture 
Goo for it!!!!!",,,,2024-05-12 02:48:06,ACTIVE
shivani,5,Product quality is good.and delivery speed khup mst ah ,,,,2024-04-07 11:01:09,ACTIVE
Etisha,5,"It's a nice product,well fitted too with a nice print.",,,,2024-05-24 10:14:56,ACTIVE
Laxmi,5,"The quality was amazing and the fabric was very soft
",,,,2024-06-03 09:34:42,ACTIVE
Sunil kumar,5,"Fabulous n very good quality with affordable price...
",,,,2024-04-17 12:03:06,ACTIVE
HALF DIP GAMING,5,"I loved it , thank u for this beautiful product😍❤",,,,2024-04-23 15:14:53,ACTIVE
Soumyaranjan,5,"Good cotton material 
Thank you to the concern sealer ",,,,2024-06-03 11:06:30,ACTIVE
Mani,5,Beautiful kurti set....nice fabric...and colour...👌,,,,2024-05-30 04:13:38,ACTIVE
ayesha,5,Osm brand quality  was very good I am happy to buy this product,https://assets.myntassets.com/assets/images/2024/4/24/4d8c46e7-c42f-42a8-8792-751398655bb01713951353893-image685.jpg,,,2024-04-24 09:36:03,ACTIVE
Myntra Customer,5,"Fantastic 😍 
I loved it 
It's my favourite colour ",,,,2024-05-09 12:24:57,ACTIVE
Myntra Customer,5,"Very nice fabric prit and fitting,,, affordable also",,,,2024-04-15 13:47:29,ACTIVE
Sneha,5,"Just amazing 😍🤩 
Go for it..
Love this fabric.",,,,2024-05-10 03:19:51,ACTIVE
Shashi Kuqshal,5,"Wao lovely dress 😊😊
Thanks Myntra ❤️❤️",https://assets.myntassets.com/assets/images/2024/4/8/e5f329d7-0f5a-4eca-ac87-bda4280178171712561348709-image133.jpg,,,2024-04-08 07:32:11,ACTIVE
Deepa Kalouni,5,Its very beautiful. I am feeling very comfortable. ,https://assets.myntassets.com/assets/images/2024/5/5/34eea9f8-fb3a-4c52-8ec9-d79294c179a71714906231782-image666.jpg,,,2024-05-05 10:51:01,ACTIVE
